rt,key_press,correct,coherent_movement_direction,coherent_orientation,task_type,task_transition,congruency,id,run
480,f,TRUE,180,180,mov,switch,congruent,3,10
710,j,TRUE,0,0,or,switch,congruent,3,10
453,j,TRUE,0,0,mov,switch,congruent,3,10
782,f,TRUE,180,180,or,switch,congruent,3,10
967,f,TRUE,180,180,or,repetition,congruent,3,10
559,j,TRUE,0,0,mov,switch,congruent,3,10
719,f,TRUE,180,180,or,switch,congruent,3,10
531,f,TRUE,180,0,mov,switch,incongruent,3,10
531,j,TRUE,0,180,mov,repetition,incongruent,3,10
879,j,TRUE,180,0,or,switch,incongruent,3,10
1267,j,TRUE,0,0,or,repetition,congruent,3,10
1472,j,TRUE,0,0,or,repetition,congruent,3,10
1283,j,TRUE,180,0,or,repetition,incongruent,3,10
1569,f,TRUE,180,180,mov,switch,congruent,3,10
602,j,TRUE,180,0,or,switch,incongruent,3,10
671,j,TRUE,0,180,mov,switch,incongruent,3,10
467,j,TRUE,0,0,mov,repetition,congruent,3,10
553,j,TRUE,0,0,mov,repetition,congruent,3,10
536,f,TRUE,180,180,mov,repetition,congruent,3,10
429,f,TRUE,180,0,mov,repetition,incongruent,3,10
455,f,TRUE,180,0,mov,repetition,incongruent,3,10
622,j,TRUE,0,0,or,switch,congruent,3,10
909,f,TRUE,0,180,or,repetition,incongruent,3,10
576,j,TRUE,0,180,mov,switch,incongruent,3,10
714,f,TRUE,0,180,or,switch,incongruent,3,10
647,f,TRUE,0,180,or,repetition,incongruent,3,10
1696,j,TRUE,0,0,or,repetition,congruent,3,10
759,j,TRUE,0,0,mov,switch,congruent,3,10
486,j,TRUE,0,0,mov,repetition,congruent,3,10
552,j,TRUE,0,0,mov,repetition,congruent,3,10
534,f,TRUE,180,180,mov,repetition,congruent,3,10
637,j,TRUE,0,0,mov,repetition,congruent,3,10
513,f,TRUE,180,180,mov,repetition,congruent,3,10
530,j,TRUE,0,180,mov,repetition,incongruent,3,10
407,f,TRUE,180,180,mov,repetition,congruent,3,10
1214,j,TRUE,180,0,or,switch,incongruent,3,10
794,j,TRUE,0,180,mov,switch,incongruent,3,10
539,f,TRUE,180,180,mov,repetition,congruent,3,10
615,j,TRUE,180,0,or,switch,incongruent,3,10
617,f,TRUE,180,180,mov,switch,congruent,3,10
541,f,TRUE,180,0,mov,repetition,incongruent,3,10
1148,j,TRUE,180,0,or,switch,incongruent,3,10
716,j,TRUE,180,0,or,repetition,incongruent,3,10
1150,f,TRUE,180,0,mov,switch,incongruent,3,10
889,f,TRUE,0,180,or,switch,incongruent,3,10
875,f,TRUE,180,180,mov,switch,congruent,3,10
580,f,TRUE,180,180,or,switch,congruent,3,10
545,f,TRUE,180,180,or,repetition,congruent,3,10
826,f,TRUE,0,180,or,repetition,incongruent,3,10
786,j,TRUE,180,0,or,repetition,incongruent,3,10
871,f,TRUE,180,180,mov,switch,congruent,3,10
963,f,TRUE,0,180,or,switch,incongruent,3,10
912,f,TRUE,180,180,or,repetition,congruent,3,10
543,j,TRUE,0,180,mov,switch,incongruent,3,10
585,f,TRUE,180,180,mov,repetition,congruent,3,10
500,f,TRUE,180,0,mov,repetition,incongruent,3,10
818,j,TRUE,180,0,or,switch,incongruent,3,10
345,j,TRUE,0,180,mov,switch,incongruent,3,10
490,f,TRUE,180,0,mov,repetition,incongruent,3,10
583,f,TRUE,180,0,mov,repetition,incongruent,3,10
488,j,TRUE,0,180,mov,repetition,incongruent,3,10
625,j,TRUE,180,0,or,switch,incongruent,3,10
488,j,TRUE,0,180,mov,switch,incongruent,3,10
558,j,TRUE,0,0,mov,repetition,congruent,3,10
521,f,TRUE,180,0,mov,repetition,incongruent,3,10
1065,j,TRUE,0,0,or,switch,congruent,3,10
1709,j,FALSE,180,180,or,repetition,congruent,3,10
1240,f,TRUE,180,180,or,repetition,congruent,3,10
1676,j,FALSE,0,180,or,repetition,incongruent,3,10
499,j,TRUE,0,180,mov,switch,incongruent,3,10
-1,,FALSE,0,0,or,switch,congruent,3,10
986,f,TRUE,180,0,mov,switch,incongruent,3,10
936,f,TRUE,0,180,or,switch,incongruent,3,10
768,j,TRUE,0,0,or,repetition,congruent,3,10
1143,f,TRUE,0,180,or,repetition,incongruent,3,10
546,f,TRUE,180,180,mov,switch,congruent,3,10
516,j,TRUE,0,0,mov,repetition,congruent,3,10
833,j,FALSE,180,0,mov,null,incongruent,5,1
1019,j,TRUE,0,0,mov,repetition,congruent,5,1
1178,f,TRUE,0,180,or,switch,incongruent,5,1
1054,f,TRUE,180,180,mov,switch,congruent,5,1
1184,j,TRUE,180,0,or,switch,incongruent,5,1
1145,f,TRUE,180,180,mov,switch,congruent,5,1
1240,f,TRUE,180,0,mov,repetition,incongruent,5,1
1469,f,TRUE,0,180,or,switch,incongruent,5,1
1338,j,FALSE,180,0,mov,switch,incongruent,5,1
1345,f,FALSE,0,0,or,switch,congruent,5,1
1603,j,TRUE,180,0,or,repetition,incongruent,5,1
1548,f,TRUE,180,0,mov,switch,incongruent,5,1
1200,f,TRUE,180,180,mov,repetition,congruent,5,1
1555,f,TRUE,180,180,or,switch,congruent,5,1
932,j,TRUE,0,0,or,repetition,congruent,5,1
1380,f,TRUE,180,180,or,repetition,congruent,5,1
1300,j,FALSE,180,0,mov,switch,incongruent,5,1
1180,f,FALSE,180,0,or,switch,incongruent,5,1
1669,j,FALSE,180,180,mov,switch,congruent,5,1
766,j,TRUE,0,0,mov,repetition,congruent,5,1
1835,f,TRUE,0,180,or,switch,incongruent,5,1
1033,f,TRUE,180,180,or,repetition,congruent,5,1
1758,j,TRUE,0,0,or,repetition,congruent,5,1
1150,j,FALSE,0,180,or,repetition,incongruent,5,1
1584,j,TRUE,0,0,or,repetition,congruent,5,1
1500,f,TRUE,0,180,or,repetition,incongruent,5,1
1264,j,TRUE,0,180,mov,switch,incongruent,5,1
1599,j,FALSE,0,180,or,switch,incongruent,5,1
899,f,TRUE,180,0,mov,switch,incongruent,5,1
700,j,TRUE,0,0,mov,repetition,congruent,5,1
1820,j,TRUE,0,0,or,switch,congruent,5,1
898,f,TRUE,180,0,mov,switch,incongruent,5,1
700,f,TRUE,180,0,mov,repetition,incongruent,5,1
1644,f,TRUE,0,180,or,switch,incongruent,5,1
1104,f,TRUE,180,0,mov,switch,incongruent,5,1
577,j,TRUE,0,0,mov,repetition,congruent,5,1
724,f,TRUE,180,0,mov,repetition,incongruent,5,1
784,j,TRUE,0,180,mov,repetition,incongruent,5,1
1921,j,TRUE,0,0,or,switch,congruent,5,1
938,f,TRUE,180,180,or,repetition,congruent,5,1
1530,j,TRUE,180,0,or,repetition,incongruent,5,1
820,j,TRUE,0,180,mov,switch,incongruent,5,1
1495,j,TRUE,0,0,or,switch,congruent,5,1
1010,j,TRUE,0,0,mov,switch,congruent,5,1
873,j,TRUE,0,0,mov,repetition,congruent,5,1
-1,,FALSE,0,180,or,switch,incongruent,5,1
728,j,TRUE,0,0,mov,switch,congruent,5,1
1554,f,TRUE,180,180,or,switch,congruent,5,1
1423,f,FALSE,180,0,or,repetition,incongruent,5,1
1387,j,FALSE,180,180,or,repetition,congruent,5,1
1718,f,TRUE,0,180,or,repetition,incongruent,5,1
1501,f,TRUE,180,180,mov,switch,congruent,5,1
824,j,TRUE,0,180,mov,repetition,incongruent,5,1
1442,f,TRUE,180,180,or,switch,congruent,5,1
1242,j,TRUE,180,0,or,repetition,incongruent,5,1
1054,f,TRUE,180,180,or,repetition,congruent,5,1
1502,f,TRUE,180,180,or,repetition,congruent,5,1
695,f,TRUE,180,0,mov,switch,incongruent,5,1
1618,f,FALSE,0,180,mov,repetition,incongruent,5,1
925,j,TRUE,0,180,mov,repetition,incongruent,5,1
1523,f,TRUE,180,180,mov,repetition,congruent,5,1
741,j,TRUE,0,180,mov,repetition,incongruent,5,1
1247,f,TRUE,180,180,or,switch,congruent,5,1
1138,j,TRUE,0,0,or,repetition,congruent,5,1
1716,j,TRUE,0,180,mov,switch,incongruent,5,1
1330,f,FALSE,180,0,or,switch,incongruent,5,1
1550,j,TRUE,0,0,or,repetition,congruent,5,1
1197,j,TRUE,0,0,mov,switch,congruent,5,1
1073,j,TRUE,0,180,mov,repetition,incongruent,5,1
1364,f,TRUE,180,180,mov,repetition,congruent,5,1
708,j,TRUE,0,0,mov,repetition,congruent,5,1
1285,f,TRUE,180,0,mov,repetition,incongruent,5,1
1566,f,TRUE,0,180,or,switch,incongruent,5,1
1722,j,TRUE,0,0,mov,switch,congruent,5,1
966,f,FALSE,180,0,or,switch,incongruent,5,1
805,j,TRUE,180,0,or,repetition,incongruent,5,1
1178,j,TRUE,180,0,or,repetition,incongruent,5,1
1170,j,TRUE,0,0,mov,switch,congruent,5,1
599,f,TRUE,180,180,mov,repetition,congruent,5,1
1671,j,TRUE,0,0,or,switch,congruent,5,1
1325,f,TRUE,180,180,mov,switch,congruent,5,1
819,j,TRUE,0,0,or,switch,congruent,5,1
1235,j,TRUE,180,0,or,repetition,incongruent,5,1
943,f,TRUE,180,180,mov,switch,congruent,5,1
1031,j,FALSE,0,180,or,switch,incongruent,5,1
1121,f,TRUE,180,180,or,repetition,congruent,5,1
1098,j,FALSE,0,180,or,repetition,incongruent,5,1
846,j,TRUE,0,180,mov,switch,incongruent,5,1
1113,j,TRUE,0,0,mov,repetition,congruent,5,1
1693,f,FALSE,0,0,or,switch,congruent,5,1
1322,j,TRUE,0,180,mov,switch,incongruent,5,1
1013,j,TRUE,0,180,mov,repetition,incongruent,5,1
795,f,TRUE,180,180,mov,repetition,congruent,5,1
1782,f,TRUE,180,180,mov,repetition,congruent,5,1
1866,j,TRUE,180,0,or,switch,incongruent,5,1
627,f,TRUE,180,180,or,repetition,congruent,5,1
621,j,TRUE,0,180,mov,null,incongruent,5,2
618,f,TRUE,180,0,mov,repetition,incongruent,5,2
1182,f,TRUE,0,180,or,switch,incongruent,5,2
822,f,TRUE,180,180,or,repetition,congruent,5,2
866,j,TRUE,0,0,or,repetition,congruent,5,2
1392,j,TRUE,0,0,or,repetition,congruent,5,2
1364,j,TRUE,180,0,or,repetition,incongruent,5,2
795,j,TRUE,0,0,mov,switch,congruent,5,2
1340,j,TRUE,0,0,or,switch,congruent,5,2
742,j,TRUE,0,0,mov,switch,congruent,5,2
477,f,TRUE,180,0,mov,repetition,incongruent,5,2
652,j,TRUE,0,0,mov,repetition,congruent,5,2
728,j,TRUE,0,0,mov,repetition,congruent,5,2
564,f,TRUE,180,0,mov,repetition,incongruent,5,2
814,f,TRUE,180,180,mov,repetition,congruent,5,2
581,f,TRUE,180,180,mov,repetition,congruent,5,2
612,f,TRUE,180,180,mov,repetition,congruent,5,2
626,j,TRUE,0,0,mov,repetition,congruent,5,2
595,f,TRUE,180,180,mov,repetition,congruent,5,2
926,j,TRUE,180,0,or,switch,incongruent,5,2
1201,j,TRUE,0,180,mov,switch,incongruent,5,2
698,f,TRUE,180,0,mov,repetition,incongruent,5,2
743,f,TRUE,180,180,or,switch,congruent,5,2
666,j,TRUE,0,0,or,repetition,congruent,5,2
665,f,TRUE,180,180,or,repetition,congruent,5,2
715,j,TRUE,0,180,mov,switch,incongruent,5,2
807,f,TRUE,180,0,mov,repetition,incongruent,5,2
903,j,FALSE,0,180,or,switch,incongruent,5,2
1182,j,TRUE,0,180,mov,switch,incongruent,5,2
468,f,TRUE,180,180,mov,repetition,congruent,5,2
568,f,TRUE,180,0,mov,repetition,incongruent,5,2
646,j,TRUE,0,180,mov,repetition,incongruent,5,2
768,f,TRUE,180,180,or,switch,congruent,5,2
881,j,FALSE,180,0,mov,switch,incongruent,5,2
1266,f,TRUE,180,180,mov,repetition,congruent,5,2
981,f,TRUE,180,180,or,switch,congruent,5,2
1171,j,TRUE,0,0,or,repetition,congruent,5,2
782,j,TRUE,0,180,mov,switch,incongruent,5,2
1196,f,FALSE,180,0,or,switch,incongruent,5,2
1440,f,TRUE,0,180,or,repetition,incongruent,5,2
1498,f,TRUE,0,180,or,repetition,incongruent,5,2
647,f,TRUE,180,180,or,repetition,congruent,5,2
759,f,FALSE,180,0,or,repetition,incongruent,5,2
547,j,TRUE,0,180,mov,switch,incongruent,5,2
1061,j,TRUE,0,0,or,switch,congruent,5,2
1043,j,TRUE,180,0,or,repetition,incongruent,5,2
672,j,TRUE,0,0,mov,switch,congruent,5,2
636,f,TRUE,180,180,mov,repetition,congruent,5,2
693,j,TRUE,0,0,mov,repetition,congruent,5,2
1331,f,TRUE,0,180,or,switch,incongruent,5,2
695,j,TRUE,0,0,mov,switch,congruent,5,2
806,j,TRUE,0,0,or,switch,congruent,5,2
1030,j,TRUE,0,180,mov,switch,incongruent,5,2
802,f,TRUE,0,180,or,switch,incongruent,5,2
701,f,TRUE,180,0,mov,switch,incongruent,5,2
715,j,TRUE,180,0,or,switch,incongruent,5,2
866,f,TRUE,180,180,or,repetition,congruent,5,2
526,f,TRUE,180,0,mov,switch,incongruent,5,2
945,f,TRUE,180,180,mov,repetition,congruent,5,2
590,f,TRUE,180,180,mov,repetition,congruent,5,2
1248,f,TRUE,0,180,or,switch,incongruent,5,2
609,j,TRUE,180,0,or,repetition,incongruent,5,2
715,j,TRUE,0,0,or,repetition,congruent,5,2
1102,f,TRUE,180,180,or,repetition,congruent,5,2
1255,f,TRUE,180,0,mov,switch,incongruent,5,2
798,j,TRUE,0,0,mov,repetition,congruent,5,2
1040,f,TRUE,0,180,or,switch,incongruent,5,2
654,f,TRUE,180,0,mov,switch,incongruent,5,2
568,j,TRUE,0,0,mov,repetition,congruent,5,2
1180,f,FALSE,180,0,or,switch,incongruent,5,2
798,j,TRUE,0,180,mov,switch,incongruent,5,2
915,f,TRUE,0,180,or,switch,incongruent,5,2
1126,f,FALSE,0,0,or,repetition,congruent,5,2
591,j,TRUE,0,180,mov,switch,incongruent,5,2
1192,j,TRUE,0,0,or,switch,congruent,5,2
488,j,TRUE,0,0,mov,switch,congruent,5,2
875,f,TRUE,0,180,or,switch,incongruent,5,2
1035,f,TRUE,180,180,mov,switch,congruent,5,2
857,j,TRUE,0,0,mov,repetition,congruent,5,2
1050,f,FALSE,180,0,or,switch,incongruent,5,2
1150,f,TRUE,180,180,or,repetition,congruent,5,2
1365,j,TRUE,180,0,or,repetition,incongruent,5,2
814,f,TRUE,180,180,mov,switch,congruent,5,2
976,f,TRUE,180,180,or,switch,congruent,5,2
790,f,TRUE,180,180,or,repetition,congruent,5,2
534,f,TRUE,180,180,mov,switch,congruent,5,2
946,f,TRUE,180,180,or,switch,congruent,5,2
1616,j,FALSE,0,180,or,repetition,incongruent,5,2
1525,f,FALSE,180,0,or,repetition,incongruent,5,2
1143,j,TRUE,0,0,or,repetition,congruent,5,2
815,j,TRUE,0,180,mov,switch,incongruent,5,2
1514,j,TRUE,0,0,or,switch,congruent,5,2
784,f,TRUE,0,180,or,repetition,incongruent,5,2
1333,j,TRUE,0,180,mov,switch,incongruent,5,2
424,f,TRUE,180,0,mov,repetition,incongruent,5,2
1307,j,TRUE,180,0,or,switch,incongruent,5,2
1470,f,TRUE,0,180,or,null,incongruent,5,3
640,j,TRUE,0,180,mov,switch,incongruent,5,3
713,j,TRUE,0,0,or,switch,congruent,5,3
1125,j,TRUE,180,0,or,repetition,incongruent,5,3
508,f,TRUE,180,0,mov,switch,incongruent,5,3
520,j,TRUE,0,0,mov,repetition,congruent,5,3
787,j,TRUE,0,0,mov,repetition,congruent,5,3
531,f,TRUE,180,0,mov,repetition,incongruent,5,3
872,j,TRUE,180,0,or,switch,incongruent,5,3
583,j,TRUE,0,180,mov,switch,incongruent,5,3
836,f,TRUE,180,180,or,switch,congruent,5,3
1080,f,TRUE,0,180,or,repetition,incongruent,5,3
756,j,TRUE,0,0,or,repetition,congruent,5,3
1383,j,TRUE,180,0,or,repetition,incongruent,5,3
1103,j,FALSE,180,180,or,repetition,congruent,5,3
1372,j,TRUE,180,0,or,repetition,incongruent,5,3
834,f,TRUE,0,180,or,repetition,incongruent,5,3
580,j,TRUE,0,180,mov,switch,incongruent,5,3
672,f,TRUE,180,180,or,switch,congruent,5,3
745,f,TRUE,180,180,or,repetition,congruent,5,3
854,f,TRUE,180,180,or,repetition,congruent,5,3
567,j,TRUE,0,0,mov,switch,congruent,5,3
1077,j,TRUE,180,0,or,switch,incongruent,5,3
768,j,TRUE,0,180,mov,switch,incongruent,5,3
893,f,TRUE,180,0,mov,repetition,incongruent,5,3
860,f,TRUE,180,180,mov,repetition,congruent,5,3
681,f,TRUE,180,180,mov,repetition,congruent,5,3
1107,f,TRUE,180,180,mov,repetition,congruent,5,3
691,j,TRUE,0,180,mov,repetition,incongruent,5,3
1049,f,TRUE,0,180,or,switch,incongruent,5,3
828,j,TRUE,0,180,mov,switch,incongruent,5,3
916,f,TRUE,0,180,or,switch,incongruent,5,3
982,j,TRUE,0,0,or,repetition,congruent,5,3
598,f,TRUE,180,0,mov,switch,incongruent,5,3
907,j,TRUE,180,0,or,switch,incongruent,5,3
1235,j,TRUE,0,0,mov,switch,congruent,5,3
749,j,TRUE,0,0,mov,repetition,congruent,5,3
579,f,TRUE,180,180,mov,repetition,congruent,5,3
821,j,TRUE,0,180,mov,repetition,incongruent,5,3
670,f,TRUE,180,180,mov,repetition,congruent,5,3
896,j,TRUE,180,0,or,switch,incongruent,5,3
662,f,TRUE,180,180,or,repetition,congruent,5,3
1315,j,FALSE,180,0,mov,switch,incongruent,5,3
629,f,TRUE,180,0,mov,repetition,incongruent,5,3
876,f,TRUE,0,180,or,switch,incongruent,5,3
970,j,TRUE,0,0,mov,switch,congruent,5,3
813,f,TRUE,180,180,mov,repetition,congruent,5,3
610,f,TRUE,180,180,mov,repetition,congruent,5,3
1565,f,TRUE,180,180,or,switch,congruent,5,3
758,j,TRUE,180,0,or,repetition,incongruent,5,3
631,f,TRUE,180,180,or,repetition,congruent,5,3
786,j,TRUE,0,0,or,repetition,congruent,5,3
577,j,TRUE,0,0,mov,switch,congruent,5,3
1052,j,TRUE,180,0,or,switch,incongruent,5,3
690,f,TRUE,180,180,mov,switch,congruent,5,3
843,j,TRUE,0,0,or,switch,congruent,5,3
731,f,TRUE,180,180,or,repetition,congruent,5,3
639,j,TRUE,0,0,or,repetition,congruent,5,3
832,f,TRUE,0,180,or,repetition,incongruent,5,3
573,j,TRUE,0,180,mov,switch,incongruent,5,3
1627,f,TRUE,0,180,or,switch,incongruent,5,3
1020,f,TRUE,180,0,mov,switch,incongruent,5,3
994,f,TRUE,0,180,or,switch,incongruent,5,3
720,j,TRUE,180,0,or,repetition,incongruent,5,3
746,j,TRUE,0,0,or,repetition,congruent,5,3
658,f,TRUE,0,180,or,repetition,incongruent,5,3
687,f,TRUE,180,180,mov,switch,congruent,5,3
520,j,TRUE,0,0,mov,repetition,congruent,5,3
740,f,TRUE,180,0,mov,repetition,incongruent,5,3
741,j,TRUE,0,180,mov,repetition,incongruent,5,3
718,f,TRUE,0,180,or,switch,incongruent,5,3
723,j,TRUE,0,0,or,repetition,congruent,5,3
612,f,TRUE,180,180,mov,switch,congruent,5,3
929,j,FALSE,180,0,mov,repetition,incongruent,5,3
868,j,TRUE,0,0,mov,repetition,congruent,5,3
1048,j,TRUE,0,0,or,switch,congruent,5,3
710,f,TRUE,180,0,mov,switch,incongruent,5,3
858,f,TRUE,180,180,mov,repetition,congruent,5,3
888,f,TRUE,180,0,mov,repetition,incongruent,5,3
810,j,TRUE,0,0,or,switch,congruent,5,3
676,j,TRUE,0,0,mov,switch,congruent,5,3
1294,f,FALSE,0,180,mov,repetition,incongruent,5,3
1425,j,FALSE,180,180,or,switch,congruent,5,3
860,j,TRUE,0,0,mov,switch,congruent,5,3
674,f,TRUE,180,180,or,switch,congruent,5,3
977,f,FALSE,180,0,or,repetition,incongruent,5,3
965,f,TRUE,180,180,mov,switch,congruent,5,3
964,f,TRUE,180,180,or,switch,congruent,5,3
946,f,TRUE,180,0,mov,switch,incongruent,5,3
562,j,TRUE,0,180,mov,repetition,incongruent,5,3
814,j,TRUE,0,0,or,switch,congruent,5,3
1113,j,TRUE,180,0,or,repetition,incongruent,5,3
843,j,TRUE,0,0,mov,switch,congruent,5,3
1449,j,TRUE,0,0,or,switch,congruent,5,3
764,f,TRUE,0,180,or,repetition,incongruent,5,3
1130,j,TRUE,0,180,mov,switch,incongruent,5,3
581,f,TRUE,180,180,mov,null,congruent,5,4
1191,f,TRUE,180,180,or,switch,congruent,5,4
556,j,TRUE,0,0,or,repetition,congruent,5,4
480,j,TRUE,0,180,mov,switch,incongruent,5,4
489,f,TRUE,180,0,mov,repetition,incongruent,5,4
976,f,TRUE,180,0,mov,repetition,incongruent,5,4
724,j,TRUE,0,0,or,switch,congruent,5,4
487,f,TRUE,180,180,mov,switch,congruent,5,4
543,j,TRUE,0,180,mov,repetition,incongruent,5,4
715,f,TRUE,180,180,or,switch,congruent,5,4
1012,f,TRUE,180,180,or,repetition,congruent,5,4
837,f,TRUE,180,0,mov,switch,incongruent,5,4
867,j,TRUE,180,0,or,switch,incongruent,5,4
1135,f,TRUE,0,180,or,repetition,incongruent,5,4
904,f,TRUE,0,180,or,repetition,incongruent,5,4
649,j,TRUE,0,180,mov,switch,incongruent,5,4
846,f,TRUE,180,180,or,switch,congruent,5,4
669,j,TRUE,0,0,or,repetition,congruent,5,4
899,j,TRUE,180,0,or,repetition,incongruent,5,4
1006,j,TRUE,180,0,or,repetition,incongruent,5,4
668,j,TRUE,0,0,mov,switch,congruent,5,4
737,f,TRUE,180,180,or,switch,congruent,5,4
485,f,TRUE,180,180,mov,switch,congruent,5,4
866,f,TRUE,0,180,or,switch,incongruent,5,4
1016,f,TRUE,180,180,mov,switch,congruent,5,4
938,f,TRUE,0,180,or,switch,incongruent,5,4
738,f,TRUE,180,180,mov,switch,congruent,5,4
562,j,TRUE,0,180,mov,repetition,incongruent,5,4
674,f,TRUE,0,180,or,switch,incongruent,5,4
743,j,TRUE,180,0,or,repetition,incongruent,5,4
636,f,TRUE,180,0,mov,switch,incongruent,5,4
617,f,TRUE,180,180,mov,repetition,congruent,5,4
1022,j,TRUE,0,0,or,switch,congruent,5,4
592,j,TRUE,0,0,or,repetition,congruent,5,4
502,j,TRUE,0,180,mov,switch,incongruent,5,4
1267,j,TRUE,0,180,mov,repetition,incongruent,5,4
991,j,TRUE,0,180,mov,repetition,incongruent,5,4
620,j,TRUE,0,180,mov,repetition,incongruent,5,4
984,f,TRUE,180,180,or,switch,congruent,5,4
921,j,TRUE,0,0,mov,switch,congruent,5,4
1039,j,FALSE,180,180,or,switch,congruent,5,4
580,f,TRUE,180,180,mov,switch,congruent,5,4
991,f,TRUE,0,180,or,switch,incongruent,5,4
739,j,TRUE,0,0,mov,switch,congruent,5,4
950,j,TRUE,0,0,mov,repetition,congruent,5,4
708,j,TRUE,0,0,or,switch,congruent,5,4
577,j,TRUE,0,180,mov,switch,incongruent,5,4
688,j,TRUE,0,180,mov,repetition,incongruent,5,4
538,f,TRUE,180,0,mov,repetition,incongruent,5,4
518,j,TRUE,0,0,mov,repetition,congruent,5,4
1368,j,TRUE,0,180,mov,repetition,incongruent,5,4
663,f,TRUE,180,0,mov,repetition,incongruent,5,4
731,j,TRUE,180,0,or,switch,incongruent,5,4
808,f,TRUE,180,180,mov,switch,congruent,5,4
1024,f,TRUE,180,0,mov,repetition,incongruent,5,4
867,j,TRUE,0,0,or,switch,congruent,5,4
1094,j,TRUE,180,0,or,repetition,incongruent,5,4
854,j,TRUE,0,0,or,repetition,congruent,5,4
770,f,TRUE,180,180,or,repetition,congruent,5,4
609,j,TRUE,0,180,mov,switch,incongruent,5,4
478,f,TRUE,180,180,mov,repetition,congruent,5,4
1001,j,TRUE,180,0,or,switch,incongruent,5,4
734,f,TRUE,180,0,mov,switch,incongruent,5,4
953,f,TRUE,0,180,or,switch,incongruent,5,4
694,j,TRUE,180,0,or,repetition,incongruent,5,4
719,f,TRUE,0,180,or,repetition,incongruent,5,4
1157,j,TRUE,0,0,or,repetition,congruent,5,4
567,f,TRUE,0,180,or,repetition,incongruent,5,4
578,j,TRUE,0,0,mov,switch,congruent,5,4
1387,f,FALSE,180,0,or,switch,incongruent,5,4
759,f,TRUE,180,0,mov,switch,incongruent,5,4
1281,f,TRUE,180,180,or,switch,congruent,5,4
982,f,TRUE,0,180,or,repetition,incongruent,5,4
538,j,TRUE,0,0,mov,switch,congruent,5,4
607,f,TRUE,180,0,mov,repetition,incongruent,5,4
1175,j,TRUE,0,0,or,switch,congruent,5,4
1013,f,TRUE,180,180,or,repetition,congruent,5,4
944,f,FALSE,180,0,or,repetition,incongruent,5,4
793,j,TRUE,0,0,mov,switch,congruent,5,4
638,j,TRUE,0,0,mov,repetition,congruent,5,4
550,f,TRUE,180,180,mov,repetition,congruent,5,4
1084,f,FALSE,180,0,or,switch,incongruent,5,4
838,f,TRUE,180,180,or,repetition,congruent,5,4
685,j,FALSE,0,180,or,repetition,incongruent,5,4
550,j,TRUE,0,0,mov,switch,congruent,5,4
726,f,TRUE,180,0,mov,repetition,incongruent,5,4
532,j,TRUE,0,0,mov,repetition,congruent,5,4
1106,j,TRUE,180,0,or,switch,incongruent,5,4
846,f,TRUE,0,180,or,repetition,incongruent,5,4
635,j,TRUE,0,0,or,repetition,congruent,5,4
595,f,TRUE,180,180,mov,switch,congruent,5,4
994,f,TRUE,180,180,mov,repetition,congruent,5,4
703,f,TRUE,180,0,mov,repetition,incongruent,5,4
552,j,TRUE,0,0,mov,repetition,congruent,5,4
795,j,TRUE,0,0,or,switch,congruent,5,4
708,f,TRUE,180,180,or,repetition,congruent,5,4
599,f,TRUE,180,180,mov,null,congruent,5,5
443,f,TRUE,180,180,mov,repetition,congruent,5,5
405,f,TRUE,180,180,mov,repetition,congruent,5,5
823,f,TRUE,180,0,mov,repetition,incongruent,5,5
439,f,TRUE,180,180,mov,repetition,congruent,5,5
1024,f,TRUE,180,180,or,switch,congruent,5,5
800,j,TRUE,180,0,or,repetition,incongruent,5,5
713,j,TRUE,0,0,or,repetition,congruent,5,5
1174,j,TRUE,0,0,or,repetition,congruent,5,5
757,j,TRUE,0,0,or,repetition,congruent,5,5
593,j,TRUE,0,0,mov,switch,congruent,5,5
794,j,TRUE,180,0,or,switch,incongruent,5,5
809,j,TRUE,0,0,or,repetition,congruent,5,5
639,f,TRUE,180,180,or,repetition,congruent,5,5
733,j,TRUE,0,0,or,repetition,congruent,5,5
513,j,TRUE,0,0,mov,switch,congruent,5,5
813,j,TRUE,0,0,or,switch,congruent,5,5
580,f,TRUE,180,180,mov,switch,congruent,5,5
687,f,TRUE,180,180,or,switch,congruent,5,5
963,f,TRUE,0,180,or,repetition,incongruent,5,5
467,j,TRUE,0,0,mov,switch,congruent,5,5
925,f,TRUE,0,180,or,switch,incongruent,5,5
449,j,TRUE,0,0,mov,switch,congruent,5,5
739,f,TRUE,0,180,or,switch,incongruent,5,5
483,j,TRUE,0,0,mov,switch,congruent,5,5
562,j,TRUE,0,0,mov,repetition,congruent,5,5
450,f,TRUE,180,180,mov,repetition,congruent,5,5
443,j,TRUE,0,0,mov,repetition,congruent,5,5
728,f,TRUE,180,180,or,switch,congruent,5,5
658,j,FALSE,0,180,or,repetition,incongruent,5,5
753,f,TRUE,180,180,or,repetition,congruent,5,5
457,j,TRUE,0,180,mov,switch,incongruent,5,5
1272,j,TRUE,180,0,or,switch,incongruent,5,5
610,f,TRUE,180,180,mov,switch,congruent,5,5
878,f,TRUE,0,180,or,switch,incongruent,5,5
660,f,TRUE,180,0,mov,switch,incongruent,5,5
540,j,TRUE,0,180,mov,repetition,incongruent,5,5
592,j,TRUE,0,0,mov,repetition,congruent,5,5
768,j,TRUE,180,0,or,switch,incongruent,5,5
647,f,TRUE,180,180,or,repetition,congruent,5,5
881,j,TRUE,0,0,or,repetition,congruent,5,5
